agent,count(*)
"VisualDx Android/7.2.14 (Android 6.0.1-MCK24.183-22; motorola XT1585/msm8994;MOBILE)",523
"VisualDx Android/7.2.11 (Android 5.1.1-LMY48B; OnePlus A0001/MSM8974;WIFI)",521
"VisualDx Android/7.2.11 (Android 6.0.1-MMB29M; asus P024/EeePad;WIFI)",521
"VisualDx Android/7.2.11 (Android 7.0-NRD90M; OnePlus ONEPLUS A3000/QC_Reference_Phone;MOBILE)",521
"VisualDx Android/7.2.11 (Android 7.0-NRD90M; samsung SM-G935S/universal8890;WIFI)",521
"VisualDx Android/7.2.14 (Android 5.0-LRX21T; samsung SM-G900V/MSM8974;WIFI)",518
"VisualDx Android/7.2.11 (Android 7.0-NRD90U; LGE LGLS992/msm8996;WIFI)",517
"VisualDx Apple/2.24.1 (10.2.1;iPad;WIFI)",515
"VisualDx Android/7.2.14 (Android 7.0-HUAWEIFRD-L04; HUAWEI FRD-L04/FRD;WIFI)",514
"Mozilla/5.0 (Windows NT 6.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36",512
"VisualDx Android/7.2.11 (Android 5.0-LRX21V; samsung SM-N9005/MSM8974;WIFI)",510
"Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; .NET4.0E)",508
"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; WOW64; Trident/7.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.3; .NET4.0C; .NET4.0E)",506
"VisualDx Android/7.2.14 (Android 6.0.1-MMB29K; samsung SM-G928G/universal7420;WIFI)",506
"Mozilla/5.0 (Linux; Android 6.0.1; SM-G925F Build/MMB29K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Mobile Safari/537.36",505
"VisualDx Android/7.2.11 (Android 5.1.1-LMY47X; samsung SAMSUNG-SM-G920A/universal7420;WIFI)",505
"VisualDx Android/7.2.14 (Android 6.0.1-MCG24.251-5-5; motorola XT1254/APQ8084;MOBILE)",503
"Mozilla/5.0 (iPhone; CPU iPhone OS 10_2_1 like Mac OS X) AppleWebKit/534.46 (KHTML, like Gecko) Version/10.2.1 Mobile/9B179 Safari/7534.48.3 OktaMobile/5.4.0",501
"VisualDx Android/7.2.14 (Android 6.0.1-MMB29M; LGE LG-H831/msm8996;WIFI)",501
"Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; .NET4.0E; .NET CLR 1.1.4322)",500
"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.90 Safari/537.36",500
"Mozilla/5.0 (iPhone; CPU iPhone OS 8_3 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12F70 Safari/600.1.4",499
"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.33 Safari/537.36",499
"VisualDx Android/7.2.14 (Android 6.0.1-MMB29M; samsung SAMSUNG-SM-G935A/msm8996;MOBILE)",498
"Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.110 Safari/537.36",498
"VisualDx Android/7.2.11 (Android 6.0.1-MMB29M; samsung SM-N910T/APQ8084;WIFI)",497
"VisualDx Apple/2.23 (10.2.1;iPhone;WIFI)",497
"Mozilla/5.0 (X11; Linux i686 on x86_64; rv:31.0) Gecko/20100101 Firefox/31.0",493
"VisualDx Android/7.2.11 (Android 6.0-MRA58K; LGE VS986/msm8992;MOBILE)",493
"VisualDx Android/7.2.10 (Android 6.0.1-MMB29K; samsung SM-N920G/universal7420;MOBILE)",493
"VisualDx Apple/2.25.2 (9.2;iPhone;mobile)",492
"Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; Tablet PC 2.0; .NET4.0C; .NET4.0E; InfoPath.3)",492
"Mozilla/5.0 (iPhone; CPU iPhone OS 10_1 like Mac OS X) AppleWebKit/602.2.14 (KHTML, like Gecko) Version/10.0 Mobile/14B72 Safari/602.1",490
"Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:52.0) Gecko/20100101 Firefox/52.0",489
"VisualDx Android/7.2.14 (Android 6.0-MRA58K; HTC HTC One_M8/MSM8974;WIFI)",487
"VisualDx Android/7.2.14 (Android 6.0-MRA58K; HTC HTC6525LVW/MSM8974;MOBILE)",485
"modmed%20Practice/1703071716 CFNetwork/808.0.2 Darwin/16.0.0",484
"VisualDx Android/7.2.14 (Android 5.0-LRX21V; samsung SAMSUNG-SM-N900A/MSM8974;WIFI)",481
"VisualDx Android/7.2.11 (Android 7.1.1-NOF26V; Google Pixel XL/marlin;WIFI)",479
"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3043.0 Safari/537.36",478
"VisualDx Android/7.2.11 (Android 6.0.1-MMB29K; samsung SAMSUNG-SM-G920A/universal7420;MOBILE)",477
"VisualDx Android/7.2.14 (Android 6.0.1-MMB29M; samsung SM-N910T/APQ8084;MOBILE)",477
"VisualDx Apple/2.23.01 (10.2.1;iPhone;WIFI)",473
"VisualDx Android/7.2.14 (Android 6.0.1-MMB29M; samsung SM-G935P/msm8996;WIFI)",473
"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.110 Safari/537.36",469
"VisualDx Android/7.2.14 (Android 6.0-MRA58K; LGE LG-K373/msm8909;MOBILE)",467
"VisualDx Apple/2.25.1 (8.4;iPad;mobile)",465
"Mozilla/5.0 (Windows NT 6.1; rv:47.0) Gecko/20100101 Firefox/47.0",463
"VisualDx Android/7.2.14 (Android 6.0.1-MMB29M; samsung SM-A500W/MSM8916;WIFI)",462
"VisualDx Android/7.2.10 (Android 6.0.1-MPJ24.139-23.4; motorola Moto G (4)/msm8952;MOBILE)",461
"Mozilla/5.0 (Windows NT 6.3; Win64; x64; rv:51.0) Gecko/20100101 Firefox/51.0",460
"VisualDx Android/7.2.11 (Android 5.1.1-LMY47X; samsung SM-N910V/APQ8084;WIFI)",460
"VisualDx Apple/2.25.2 (10.0.2;iPad;mobile)",458
"VisualDx Android/7.2.14 (Android 6.0-HUAWEINXT-L09; HUAWEI HUAWEI NXT-L09/NXT-L09;MOBILE)",458
"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",457
"Mozilla/5.0 (iPhone; CPU iPhone OS 10_0 like Mac OS X) AppleWebKit/602.1.38 (KHTML, like Gecko) Version/10.0 Mobile/14A300 Safari/602.1",455
"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/6.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; .NET4.0E)",455
"VisualDx Android/7.2.11 (Android 6.0.1-MMB29M; samsung SM-J500H/MSM8916;WIFI)",455
"Mozilla/5.0 (iPad; CPU OS 10_3 like Mac OS X) AppleWebKit/603.1.30 (KHTML, like Gecko) Version/10.0 Mobile/14E277 Safari/602.1",455
"VisualDx Android/7.2.11 (Android 5.0.1-LRX22C; samsung GT-I9500/universal5410;WIFI)",454
"Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; Tablet PC 2.0; InfoPath.3; .NET4.0C; .NET4.0E)",454
"VisualDx Android/7.2.11 (Android 6.0.1-MMB29M; samsung SAMSUNG-SM-G891A/msm8996;MOBILE)",453
"VisualDx Android/7.2.11 (Android 6.0-MRA58K; LGE LGUS991/msm8992;WIFI)",452
"Mozilla/5.0 (iPhone; CPU iPhone OS 9_2_1 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 Mobile/13D15 Safari/601.1",451
"VisualDx Apple/2.21 (10.1.1;iPad;WIFI)",449
"VisualDx Android/7.2.11 (Android 5.0-LRX21T; samsung SAMSUNG-SM-G900A/MSM8974;MOBILE)",448
"VisualDx Android/7.2.14 (Android 7.1.1-NUF26K; Huawei Nexus 6P/angler;WIFI)",448
"VisualDx Android/7.2.10 (Android 5.0.2-LRX22G; HTC 710C/MSM8226;WIFI)",447
"VisualDx Android/7.2.11 (Android 5.1.1-LMY48B; TabletExpress X10/exdroid;WIFI)",445
"Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.2; WOW64; Trident/7.0)",443
"Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:49.0) Gecko/20100101 Firefox/49.0",442
"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; WOW64; Trident/7.0; SLCC2; .NET CLR 2.0.50727; .NET4.0C; .NET CLR 3.5.30729; .NET CLR 3.0.30729; .NET4.0E)",441
"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2681.0 Safari/537.36",440
"VisualDx Apple/1703071716 (10.2.1;iPad;WIFI)",439
"VisualDx Apple/2.25.1 (8.4;iPhone;mobile)",437
"VisualDx Apple/2.25.2 (10.0.2;iPhone;mobile)",437
"Mozilla/5.0 (iPhone; CPU iPhone OS 10_2_1 like Mac OS X) AppleWebKit/602.1.50 (KHTML, like Gecko) GSA/24.1.151204851 Mobile/14D27 Safari/602.1",437
"VisualDx Android/7.2.14 (Android 6.0-MRA58K; LGE VS990/msm8992;MOBILE)",436
"VisualDx Android/7.2.11 (Android 7.0-NRD90M; samsung SM-G935S/universal8890;MOBILE)",435
"Mozilla/5.0 (Linux; Android 7.0; SAMSUNG-SM-G930A Build/NRD90M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Mobile Safari/537.36",434
"VisualDx Android/7.2.14 (Android 6.0-MRA58K; LGE VS985 4G/MSM8974;MOBILE)",432
"VisualDx Android/7.2.11 (Android 6.0.1-MMB29M; samsung SM-J510MN/MSM8916;MOBILE)",431
"VisualDx Android/7.2.14 (Android 6.0.1-MMB29M; samsung SAMSUNG-SM-G930A/msm8996;WIFI)",430
"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.98 Safari/537.36",430
"Mozilla/5.0 (iPhone; CPU iPhone OS 10_1_1 like Mac OS X) AppleWebKit/602.2.14 (KHTML, like Gecko) Version/10.0 Mobile/14B150 Safari/602.1",429
"Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; Touch; LCTE; rv:11.0) like Gecko",429
"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10) AppleWebKit/600.1.25 (KHTML, like Gecko) Version/8.0 Safari/600.1.25",426
"Mozilla/5.0 (Linux; Android 6.0.1; SM-G900P Build/MMB29M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Mobile Safari/537.36",426
"VisualDx Android/7.2.11 (Android 4.1.2-JZO54K; LGE LG-E450f/mt6575;mobile)",425
"VisualDx Android/7.2.11 (Android 7.0-NCK25.118-10; motorola XT1585/msm8994;MOBILE)",424
"VisualDx Android/7.2.14 (Android 7.0-NRD90M; OnePlus ONEPLUS A3003/QC_Reference_Phone;WIFI)",424
"VisualDx Android/7.2.11 (Android 6.0.1-MMB29M; samsung SM-G935U/msm8996;WIFI)",423
"VisualDx Android/7.2.14 (Android 4.2.2-JDQ39; samsung GT-P5200/clovertrail;WIFI)",420
"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_1) AppleWebKit/600.1.25 (KHTML, like Gecko) Version/8.0 Safari/600.1.25",419
"Mobile VisualDx/com.logicalimages.visualdxmobile (7.0.1.51; OS Version 9.3.5 (Build 13G36))",419
"VisualDx Android/7.2.11 (Android 6.0.1-MMB29K; samsung SM-J700T/universal7580;WIFI)",419
"Mozilla/5.0 (Linux; Android 6.0.1; SAMSUNG SM-G935F Build/MMB29K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/4.0 Chrome/44.0.2403.133 Mobile Safari/537.36",418
"VisualDx Android/7.2.11 (Android 6.0-36.0.A.2.109; Sony F3213/unknown;WIFI)",418
"VisualDx Android/7.2.14 (Android 6.0.1-MPJ24.139-64; motorola Moto G (4)/msm8952;WIFI)",416
"Mozilla/5.0 (Linux; Android 6.0.1; SM-N920V Build/MMB29K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Mobile Safari/537.36",415
"Mozilla/5.0 (Macintosh; Intel Mac OS X 10.11; rv:45.0) Gecko/20100101 Firefox/45.0",415
"VisualDx Android/7.2.14 (Android 6.0-MRA58K; condor PGN605/PGN605;WIFI)",415
"Mozilla/5.0 (Linux; Android 4.4.3; KFTHWI Build/KTU84M) AppleWebKit/537.36 (KHTML, like Gecko) Silk/56.2.4 like Chrome/56.0.2924.87 Safari/537.36",413
"VisualDx Android/7.2.14 (Android 5.0.2-LRX22G; HTC HTC Desire Eye/msm8974;WIFI)",412
"Mozilla/5.0 (iPad; CPU OS 9_2_1 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 Mobile/13D15 Safari/601.1",411
"Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; chromeframe/24.0.1312.56; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; .NET4.0E; .NET CLR 1.1.4322; MDDRJS)",411
"VisualDx Android/7.2.14 (Android 7.0-NRD90M; LGE LG-H910/msm8996;MOBILE)",411
"Mozilla/5.0 (X11; CrOS x86_64 8872.76.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.105 Safari/537.36",410
"Mozilla/5.0 (iPad; CPU OS 6_1 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0 Mobile/10B141 Safari/8536.25",410
"VisualDx Android/7.2.14 (Android 4.4.4-SU6-7.7; motorola XT1030/MSM8960;WIFI)",408
"VisualDx Android/7.2.13 (Android 5.1.1-LCK23.130-24; motorola XT1585/msm8994;WIFI)",406
"VisualDx Apple/7.1.0 (10.2.1;iPhone;mobile)",405
"VisualDx Android/7.2.11 (Android 6.0.1-MMB29K; samsung SM-N920P/universal7420;WIFI)",403
"VisualDx Android/7.2.10 (Android 4.4.4-KTU84P; samsung SM-A500F/MSM8916;none)",400
"VisualDx Android/7.2.14 (Android 6.0.1-MMB29K; samsung SM-T700/universal5420;WIFI)",400
"VisualDx Android/7.2.11 (Android 6.0.1-MOB31T; motorola Nexus 6/shamu;WIFI)",398
"VisualDx Android/7.2.14 (Android 6.0-MRA58K; LGE LG-K373/msm8909;WIFI)",398
"VisualDx Apple/7.0.4 (10.3.2;iPhone;mobile)",398
"VisualDx Android/7.2.14 (Android 5.1.1-LMY47V; OPPO R7sf/msm8916;WIFI)",397
"VisualDx Android/7.2.14 (Android 4.4.2-KOT49H; samsung SM-G355M/sc7735s;none)",394
"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.75 Safari/537.36",393
"Mozilla/5.0 (Linux; Android 7.0; SM-G935F Build/NRD90M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Mobile Safari/537.36",393
"Mozilla/5.0 (Windows NT 6.1; Trident/7.0; SMJB; rv:11.0) like Gecko",391
"Mozilla/5.0 (iPad; CPU OS 9_3_3 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 Mobile/13G34 Safari/601.1",390
"Mozilla/5.0 (iPad; CPU OS 10_2_1 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) GSA/23.1.148956103 Mobile/14D27 Safari/600.1.4",390
"VisualDx Android/7.2.14 (Android 5.0.2-LRX22G; BLU BLU VIVO AIR LTE/msm8916;WIFI)",390
"VisualDx Android/7.2.11 (Android 7.1.1-NMF26Q; YU AO5510/MSM8916;WIFI)",389
"VisualDx Android/7.2.14 (Android 6.0.1-MMB29M; samsung SM-G930R4/msm8996;WIFI)",389
"VisualDx Android/7.2.11 (Android 5.1.1-LMY47V; asus Nexus 7/grouper;MOBILE)",388
"VisualDx Android/7.2.14 (Android 7.0-NDNS25.137-24-1-2; motorola XT1635-01/msm8953;MOBILE)",388
"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/601.3.9 (KHTML, like Gecko) Version/9.0.2 Safari/601.3.9",385
"VisualDx Apple/7.0.2 (9.3.5;iPhone;mobile)",385
"Mozilla/5.0 (iPhone; CPU iPhone OS 10_2 like Mac OS X) AppleWebKit/602.1.50 (KHTML, like Gecko) CriOS/56.0.2924.79 Mobile/14C92 Safari/602.1",383
"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.76 Safari/537.36",382
"VisualDx Android/7.2.14 (Android 5.1-LMY47I; OPPO X9009/full_oppo6755_15311;WIFI)",382
"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.116 Safari/537.36",382
"VisualDx Android/7.2.14 (Android 5.1-LPES23.32-25-5-5; motorola XT1096/MSM8974;WIFI)",382
"Mozilla/5.0 (Linux; Android 6.0.1; SM-G935F Build/MMB29K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Mobile Safari/537.36",380
"Mozilla/5.0 (Linux; Android 4.4.2; SM-T230NU Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",380
"Mozilla/5.0 (iPhone; CPU iPhone OS 10_2_1 like Mac OS X) AppleWebKit/602.1.50 (KHTML, like Gecko) GSA/24.0.150344369 Mobile/14D27 Safari/602.1",380
"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/601.1.56 (KHTML, like Gecko) Version/9.0 Safari/537.86.1",379
"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36 OPR/43.0.2442.1144",378
"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36",378
"Mozilla/5.0 (Windows NT 10.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.79 Safari/537.36 Edge/14.14393",377
"Mozilla/5.0 (Windows NT 6.1; WOW64; rv:49.0) Gecko/20100101 Firefox/49.0",377
"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/5.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; .NET4.0C; .NET4.0E)",377
"VisualDx Android/7.2.14 (Android 6.0.1-MMB29M; samsung SM-G900P/MSM8974;MOBILE)",377
"Mozilla/5.0 (X11; CrOS x86_64 9334.18.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.31 Safari/537.36",377
"Mozilla/5.0 (Linux; Android 6.0.1; SM-G920T Build/MMB29K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Mobile Safari/537.36",376
"Mozilla/5.0 (Linux; Android 6.0.1; SAMSUNG-SM-G900A Build/MMB29M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Mobile Safari/537.36",375
"Mozilla/5.0 (Linux; Android 5.0; SM-G900V Build/LRX21T) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Mobile Safari/537.36",375
"VisualDx Android/7.2.14 (Android 5.0.2-LRX22G; HTC 710C/MSM8226;WIFI)",375
"VisualDx Android/2.22 (Android 6.0.1-MMB29M; samsung SM-G900W8/MSM8974;WIFI)",374
"VisualDx Android/7.2.14 (Android 7.1.1-NOF26V; Google Pixel XL/marlin;WIFI)",374
"VisualDx Apple/2.23.01 (9.2.1;iPhone;mobile)",373
"VisualDx Android/7.2.11 (Android 6.0.1-MMB29M; samsung SM-T813/MSM8976;WIFI)",371
"VisualDx Apple/7.1.0 (10.3;iPad;mobile)",371
"Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; Trident/6.0; EIE10;ENUSWOL)",370
"Mozilla/5.0 (Linux; Android 7.0; VS987 Build/NRD90U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Mobile Safari/537.36",369
"VisualDx Android/7.2.11 (Android 6.0.1-MMB29M; Xiaomi MI NOTE Pro/msm8994;MOBILE)",367
"VisualDx Android/7.2.14 (Android 6.0.1-MMB29K; samsung SM-T800/universal5420;WIFI)",367
"Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0",365
"VisualDx Apple/2.24.1 (9.3.5;iPod touch;WIFI)",365
"Mozilla/5.0 (Linux; Android 5.1; XT1031 Build/LPB23.13-51-R.14) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Mobile Safari/537.36",365
"VisualDx Android/7.2.11 (Android 6.0.1-MPJ24.139-64; motorola Moto G (4)/msm8952;WIFI)",362
"modmed Practice/5.3.4 (iPad; iOS 10.2.1; Scale/2.00)",362
"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.133 Safari/537.36",362
"VisualDx Android/7.2.11 (Android 5.1-LMY47D; Intex Aqua 4G Strong/unknown;MOBILE)",358
"VisualDx Android/7.2.14 (Android 6.0.1-MMB29M; samsung SM-G930P/msm8996;MOBILE)",358
"VisualDx Android/3.1.10 (Android 5.1.1-LVY48F; Amazon KFSAWI/saturn;WIFI)",357
"VisualDx Android/7.2.11 (Android 6.0.1-MMB29M; LGE VS500/msm8909;WIFI)",356
"VisualDx Android/7.2.11 (Android 6.0.1-MMB29M; samsung SM-G900R4/MSM8974;WIFI)",353
"VisualDx Android/7.2.11 (Android 6.0.1-MMB29K; samsung SM-G900H/universal5422;WIFI)",353
"Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:35.0) Gecko/20100101 Firefox/35.0",353
"VisualDx Apple/2.25.2 (8.3;iPad;WIFI)",353
"Mozilla/5.0 (Linux; Android 6.0.1; SAMSUNG SM-G903W Build/MMB29K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/4.0 Chrome/44.0.2403.133 Mobile Safari/537.36",351
"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.135 Safari/537.36 Edge/12.10240",350
"Mozilla/5.0 (Linux; Android 5.1.1; SAMSUNG-SM-G530AZ Build/LMY48B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Mobile Safari/537.36",350
"VisualDx Android/7.2.11 (Android 5.0.1-LRX22C; samsung SAMSUNG-SGH-I337/MSM8960;MOBILE)",350
"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) coc_coc_browser/47.0 Chrome/41.0.2272.127 Safari/537.36",350
"Mozilla/5.0 (iPhone; CPU iPhone OS 10_2_1 like Mac OS X) AppleWebKit/602.1.50 (KHTML, like Gecko) CriOS/55.0.2883.79 Mobile/14D27 Safari/602.1",348
"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.71 Safari/537.36",348
"Mozilla/5.0 (Macintosh; Intel Mac OS X 10.12; rv:50.0) Gecko/20100101 Firefox/50.0",348
"VisualDx Apple/2.23.01 (10.2.1;iPhone;mobile)",347
"Mozilla/5.0 (iPhone; CPU iPhone OS 9_3_1 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 Mobile/13E238 Safari/601.1",346
"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.82 Safari/537.36",346
"VisualDx Android/7.2.14 (Android 6.0.1-MMB29M; samsung SM-G935R4/msm8996;WIFI)",346
"VisualDx Android/7.2.14 (Android 6.0-MPI24.65-25.1; motorola MotoG3/msm8916;WIFI)",346
"VisualDx Android/7.2.11 (Android 5.1.1-LMY47V; LENOVO Lenovo A6020l36/msm8916;MOBILE)",345
"VisualDx Android/7.2.14 (Android 6.0.1-MMB29K; samsung SM-G920W8/universal7420;MOBILE)",344
"Mozilla/5.0 (Linux; Android 6.0.1; SAMSUNG-SM-N920A Build/MMB29K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Mobile Safari/537.36",343
"VisualDx Android/7.2.11 (Android 4.2.2-JDQ39; samsung GT-I9105/capri;WIFI)",343
"VisualDx Android/7.2.11 (Android 4.4.2-KOT49H; samsung GT-N7100/smdk4x12;mobile)",343
"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; WOW64; Trident/7.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; InfoPath.3; .NET4.0C; .NET4.0E)",342
"Mozilla/5.0 (iPhone; CPU iPhone OS 10_2_1 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) GSA/22.0.141836113 Mobile/14D27 Safari/600.1.4",341
"Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 3.5.30729; .NET CLR 3.0.30729; .NET CLR 2.0.50727; .NET4.0C; .NET4.0E)",341
"VisualDx Android/7.2.11 (Android 5.1.1-LMY47V; Acer T012/MSM8209;WIFI)",341
"Mozilla/5.0 (Linux; Android 6.0.1; SM-G930V Build/MMB29M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.89 Mobile Safari/537.36",341
"VisualDx Android/7.2.11 (Android 5.0.1-LRX22C; samsung GT-I9505/MSM8960;MOBILE)",340
"Mozilla/5.0 (Windows NT 6.3; WOW64; Trident/7.0; Touch; LCJB; rv:11.0) like Gecko",339
"VisualDx Apple/2.24 (9.3.5;iPad;WIFI)",338
"VisualDx Android/7.2.14 (Android 4.4.2-KOT49H; samsung SM-G355M/sc7735s;WIFI)",338
"VisualDx Apple/7.0.2 (10.0.2;iPhone;mobile)",337
"Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; .NET4.0E; Tablet PC 2.0)",336
"VisualDx Android/7.2.14 (Android 5.1.1-LMY48B; OnePlus A0001/MSM8974;MOBILE)",336
"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.101 Safari/537.36",335
